first_inspection,name,cuisine,borough,building,street,zipcode,phone,camis,website,domain,email,all_emails
2026-04-29,MOTEK,Jewish/Kosher,Manhattan,184,Bleecker Street,10012,7862398169,50185342,http://motek.com/,motek.com,,
2026-04-29,LITTLE BRANCH,American,Manhattan,20,7 Avenue South,10014,2129294360,50097492,,,,
2026-04-29,LITTLE BANCHAN SHOP,Korean,Manhattan,25,11 Avenue,10011,6466178577,50151728,http://bibimbapbar.square.site/,bibimbapbar.square.site,,
2026-04-29,ZUCKER'S BAGELS & SMOKED FISH,Bagels/Pretzels,Brooklyn,356,Devoe Street,11211,2126611520,50179362,https://www.zuckersbagels.com/,zuckersbagels.com,,
2026-04-29,UPSIDE PIZZA,Pizza,Manhattan,63,Wall Street,10005,9176869217,50182108,http://upsidepizza.com/,upsidepizza.com,,
2026-04-28,CHEESE WHEEL PASTAS,Italian,Manhattan,5,Carmine Street,10014,2126931600,50177372,,,,
2026-04-28,BIRDIE'S,Frozen Desserts,Manhattan,152,7 Avenue South,10014,__________,50177786,http://birdiesnyc.com/,birdiesnyc.com,,
2026-04-28,CAFFE NEGRONI,Italian,Brooklyn,308,86 Street,11209,7182194101,50178543,,,,
2026-04-28,KUNG FU TEA,Russian,Brooklyn,80,Livingston Street,11201,9179815877,50179096,https://www.kungfutea.com/?srsltid=AfmBOord6HVIExFcdwT4rmVbriuiL13i3YbgfVDGaKKorTuH-9K-laFY,kungfutea.com,,
2026-04-28,STUDIO 151,Japanese,Manhattan,151,Avenue C,10009,6469432816,50012601,http://studioonefiftyone.com/,studioonefiftyone.com,,
2026-04-28,TOUS LES JOURS,Bakery Products/Desserts,Manhattan,24,East   23 Street,10010,2817160194,50177118,https://tljus.com/stores/new-york-24-e-23rd-st?utm_source=google&utm_medium=gbp&utm_campaign=madisonsquarepark,tljus.com,,
2026-04-28,TERIYAKI ONE,Other,Brooklyn,500,Fulton Street,11201,5164032988,50180224,https://teriyakione.com/,teriyakione.com,,
2026-04-28,SORATE,Other,Manhattan,30,East   18 Street,10003,7185942393,50175890,http://www.sorate.co/,sorate.co,,
2026-04-28,FAST TIMES/BUCK MASON,Coffee/Tea,Manhattan,486,Broadway,10013,3322517560,50172689,http://fasttimescoffee.com/,fasttimescoffee.com,,
2026-04-28,LATTE DA,Coffee/Tea,Brooklyn,280,86 Street,11209,3474920223,50178102,https://www.lattedacafes.com/,lattedacafes.com,,
2026-04-28,THE MAZE,New American,Manhattan,43,West   24 Street,10010,2012323206,50179161,http://www.themazenyc.com/,themazenyc.com,,
2026-04-28,SUNDAY MORNING,Bakery Products/Desserts,Manhattan,11,West   25 Street,10010,7865536409,50181856,https://www.sundaymorningnyc.com/,sundaymorningnyc.com,,
2026-04-27,STARBUCKS,Coffee/Tea,Manhattan,2,Broadway,10004,2126159736,50168556,https://www.starbucks.com/store-locator/store/12804/,starbucks.com,,
2026-04-27,KRAVE IT PIZZA & SANDWICH JOINT,Pizza,Brooklyn,11,Bogart Street,11206,9295088629,50179972,https://kraveitny.com/kraveitpizza-brooklyn?utm_source=google,kraveitny.com,,
2026-04-27,HELLO SWEET SPOT,Pancakes/Waffles,Brooklyn,923,Cortelyou Road,11218,9297613787,50180460,,,,
2026-04-27,EDOYA SUSHI,Japanese,Manhattan,151,Rivington Street,10002,2122560571,50184425,http://edoyasushi.org/,edoyasushi.org,,
2026-04-27,FROZEN LOVE,Other,Manhattan,122,La Salle Street,10027,9173256400,50159261,,,,
2026-04-27,NYC PIZZERIA,Pizza,Manhattan,393,8 Avenue,10001,3473489702,50172624,,,,
2026-04-27,POWERHOUSE GYM,Other,Manhattan,158,West   27 Street,10001,9174946424,50178873,https://www.powerhousegymnyc.com/,powerhousegymnyc.com,,
2026-04-27,TOMAS SANDWICH SHOP,American,Manhattan,930,Columbus Avenue,10025,9176513179,50180968,https://tomassanwichshop.com/,tomassanwichshop.com,,
2026-04-27,LAHANA AUTHENTIC INDIAN CUISINE,Indian,Manhattan,803,9 Avenue,10019,2124591515,50182861,https://lahanaindiancuisine.com/,lahanaindiancuisine.com,,
2026-04-27,BKB,Other,Brooklyn,327,Stuyvesant Avenue,11233,9176316347,50171214,https://www.bkbnyc.com/,bkbnyc.com,,
2026-04-27,BIRCH COFFEE,Coffee/Tea,Manhattan,230,Park Avenue,10169,6315593621,50176048,https://birchcoffee.com/,birchcoffee.com,,
2026-04-27,COOKIE ODYSSEY,Bakery Products/Desserts,Manhattan,1414,2 Avenue,10021,9178484445,50182066,,,,
2026-04-27,NATURAL BLEND,Caribbean,Brooklyn,11,Stanwix Street,11206,9176094737,50177171,,,,
2026-04-27,VANDERBUILT MARKET  - BARS & EATERIES / BELLO ANGELO,American,Manhattan,230,Park Avenue,10169,6468742043,50178538,https://www.belloandangelo.com/,belloandangelo.com,,
2026-04-26,THE BLUE BLOSSOM,Chinese/Japanese,Brooklyn,135,North    5 Street,11249,9296993650,50176849,https://www.theblueblossomny.com/,theblueblossomny.com,,
2026-04-25,Fu Wing Cuisine,Chinese,Manhattan,153,East  106 Street,10029,2129875329,50181366,,,,
2026-04-25,VIEW LOUNGE,American,Manhattan,1535,Broadway,10036,2127048900,40750343,https://www.theviewnewyorkcity.com/,theviewnewyorkcity.com,,
2026-04-25,PLATINUM DOLLS GENTLEMEN'S CLUB,American,Manhattan,725,7 Avenue,10019,9547096284,50083763,http://www.platinumdollsnyc.com/,platinumdollsnyc.com,,
2026-04-25,J LOFT,American,Brooklyn,1055,East   45 Street,11203,3474057799,50062967,http://www.jloftevents.com/,jloftevents.com,,
2026-04-25,XI'AN FAMOUS FOODS,Chinese,Manhattan,885,8 Avenue,10019,6462098242,50178814,http://xianfoods.com/,xianfoods.com,,
2026-04-24,GOLDEN RATIO,American,Brooklyn,216,Greene Avenue,11238,7186222702,50179527,https://www.goldenrationyc.com/,goldenrationyc.com,,
2026-04-24,MEILAIXUAN,Other,Manhattan,62,Bayard Street,10013,9175381872,50181545,https://meilaixuanresturant.com/?utm_source=google,meilaixuanresturant.com,,
2026-04-24,MI CASA RESTAURANT CON NCY,Latin American,Manhattan,1552,Saint Nicholas Avenue,10040,6462477757,50173574,http://micasarestaurantnewyork.com/,micasarestaurantnewyork.com,,
2026-04-24,MILLY'S,American,Brooklyn,397,Greene Avenue,11216,7182553220,50151047,https://millysny.com/,millysny.com,,
2026-04-24,BONI & MOTT,Mediterranean,Manhattan,238,Mott Street,10012,6464541216,50156176,https://boniandmott.com/,boniandmott.com,,
2026-04-24,TURBO PIZZA,Pizza,Brooklyn,1540,Dekalb Avenue,11237,4408214054,50171894,https://www.turbo.pizza/,turbo.pizza,,
2026-04-24,AYAH,Moroccan,Manhattan,77,West Houston Street,10012,2125018900,50175654,https://www.ayahrestaurant.com/,ayahrestaurant.com,,
2026-04-23,THE GOOD GOOD,American,Manhattan,1694,Park Avenue,10035,9174090103,50105429,http://www.thegoodgoodnyc.com/,thegoodgoodnyc.com,,
2026-04-23,KUN TSUKI XTRA,Japanese,Manhattan,464,West   51 Street,10019,5168066688,50159786,https://kuntsukiomakase.com/,kuntsukiomakase.com,,
2026-04-23,EATS ON 57 MARKETPLACE,American,Manhattan,363,West   57 Street,10019,2122561960,50179730,https://eatson57.com/,eatson57.com,,
2026-04-23,BAIWEIXIAN,Chinese,Brooklyn,5117,8 Avenue,11220,9173840888,50181864,,,,
2026-04-23,TP TEA,Coffee/Tea,Manhattan,330,West   58 Street,10019,2127067860,50171914,https://order.snackpass.co/tpteacolumbuscirclew58thst,order.snackpass.co,,
2026-04-23,HUSO,Haute Cuisine,Manhattan,190A,Duane Street,10013,5612127799,50179899,http://husony.com/,husony.com,,
2026-04-23,LUX BAKERY 1,Bakery Products/Desserts,Brooklyn,6816,4 Avenue,11220,7186802988,50180726,,,,
2026-04-23,LAZA DESSERTS,Middle Eastern,Brooklyn,6740,5 Avenue,11220,3478633409,50181503,https://lazadessert.cafe/,lazadessert.cafe,,
2026-04-23,K'FAR,American,Brooklyn,97,Wythe Avenue,11249,2124706917,50078937,https://www.kfarbrooklyn.com/,kfarbrooklyn.com,,
2026-04-23,Sunset Coffee Shop,Spanish,Brooklyn,5502,3 Avenue,11220,3473372102,50184413,,,,
2026-04-23,BECCO,Italian,Manhattan,355,West   46 Street,10036,2123977597,40395055,http://www.becco-nyc.com/,becco-nyc.com,,
2026-04-23,MANGOSEEDS,Other,Brooklyn,755,Flatbush Avenue,11226,7185136084,50168365,http://www.mangoseedbrooklyn.com/,mangoseedbrooklyn.com,,
2026-04-23,OFCORSICA,French,Manhattan,25,11 Avenue,10011,6464757752,50170923,https://ofcorsicanyc.com/,ofcorsicanyc.com,,
2026-04-23,CHOCOLATE CONNECTS,Bakery Products/Desserts,Brooklyn,994,Coney Island Avenue,11230,7186032068,50175668,http://chocolateconnects.com/,chocolateconnects.com,,
2026-04-23,FALAFEL TANAMI,Jewish/Kosher,Brooklyn,1824,Avenue M,11230,7184839100,50175415,http://www.falafeltanami.getsauce.com/?utm_source=GMB&utm_medium=Website%20button&utm_id=Falafel%20Tanami,falafeltanami.getsauce.com,,
2026-04-23,BEST DAMN BREAKFAST BURRITO,American,Manhattan,345,East   12 Street,10003,6466266738,50177152,https://www.bestdamnbreakfastburrito.com/,bestdamnbreakfastburrito.com,,
2026-04-22,POPPY,New American,Manhattan,505,East   12 Street,10009,2125375599,50164593,https://www.poppyeastvillage.com/,poppyeastvillage.com,,
2026-04-22,PALMA,Italian,Manhattan,28,Cornelia Street,10014,2126912223,40803254,https://www.palmanyc.com/,palmanyc.com,,
2026-04-22,AUGUST WILSON THEATER,American,Manhattan,245,West   52 Street,10019,9174359178,50164647,https://us.atgtickets.com/venues/august-wilson-theatre/whats-on/?utm_source=google&utm_medium=organic&utm_campaign=gmb,us.atgtickets.com,,
2026-04-22,SHOWA ERA,Japanese,Manhattan,767,9 Avenue,10019,3475068832,50181337,https://www.showaeranyc.com/,showaeranyc.com,,
2026-04-22,Maui Poke,Other,Brooklyn,6731,Bay Parkway,11204,6468649977,50182864,https://order.toasttab.com/online/maui-poke-brooklyn-6731-bay-pkwy,order.toasttab.com,,
2026-04-22,CHILO'S,Tex-Mex,Brooklyn,323,Franklin Avenue,11238,9177232884,50180323,http://chilosbk.com/,chilosbk.com,,
2026-04-22,MOLLY’S COFFEE HOUSE,Coffee/Tea,Manhattan,22,Saint Marks Place,10003,9177535665,50181571,,,,
2026-04-22,HIGHLIFE / EL CAMINO,American,Manhattan,135,1 Avenue,10003,6463689955,50165070,https://highlifeburger.com/,highlifeburger.com,,
2026-04-22,FORTUNA,Mediterranean,Manhattan,275,1 Avenue,10003,9172028438,50166521,https://fortunanyc.com/,fortunanyc.com,,
2026-04-22,NASA CAFE,Sandwiches,Manhattan,653,10 Avenue,10036,5514448804,50172205,https://nasacafe.com/,nasacafe.com,,
2026-04-22,JUST SALAD,Salads,Brooklyn,445,Albee Square,11201,7323004245,50178569,https://www.justsalad.com/,justsalad.com,,
2026-04-22,I'M DONUT?,Donuts,Manhattan,154,West   45 Street,10036,9175888339,50179789,https://www.imdonut.nyc/,imdonut.nyc,,
2026-04-21,5 PENN COFFEE BAR,American,Manhattan,5,Penn Plaza,10001,9175928532,50178911,https://www.thelanding.nyc/?y_source=1_OTI3NjY5NDAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,thelanding.nyc,,
2026-04-21,KORN'S BAKERY,Jewish/Kosher,Brooklyn,454,Bedford Avenue,11249,3477439842,50179647,,,,
2026-04-21,EL ANTIGUO CEVICOS,Other,Manhattan,125,Nagle Avenue,10040,9292178365,50181633,,,,
2026-04-21,DUNKIN,American,Manhattan,20,Hudson Yards,10001,2123939280,50181731,,,,
2026-04-21,SALENTO COLOMBIAN CAFE,Bakery Products/Desserts,Manhattan,132,Hamilton Place,10031,2012909248,50175052,https://www.salento-ny.com/,salento-ny.com,,
2026-04-21,98K CHICKEN & BURGERS,Chicken,Brooklyn,2114,Nostrand Avenue,11210,6465689199,50181566,https://www.order.store/store/98k-chicken-%26-burgers-nostrand-ave/pWQ64u3hX2-aX61VZONS-A,order.store,,
2026-04-21,ORIGINAL ROMA PIZZA,Pizza,Manhattan,1562,3 Avenue,10128,2019663971,50183352,http://originalromapizza.com/,originalromapizza.com,,
2026-04-21,VELVETTE ESPRESSO BAR,Coffee/Tea,Manhattan,130,West   25 Street,10001,7189719131,50174788,,,,
2026-04-21,KING'S KITCHEN,Chinese,Manhattan,58,Mott Street,10013,9179455892,50176013,http://kingskitchenusa.com/,kingskitchenusa.com,,
2026-04-21,JUST SALAD,Soups/Salads/Sandwiches,Manhattan,20,Hudson Yards,10001,2122441111,50178576,https://www.justsalad.com/,justsalad.com,,
2026-04-21,EAST BY WEST OMAKASE,Japanese,Manhattan,417,West   50 Street,10019,9292932695,50183085,https://www.eastbywestomakase.com/,eastbywestomakase.com,,
2026-04-21,NAYA,Middle Eastern,Manhattan,20,Hudson Yards,10001,2125979168,50172917,https://www.eatnaya.com/,eatnaya.com,,
2026-04-21,VIVIBOWL,Asian/Asian Fusion,Manhattan,303,Park Avenue South,10010,6463989218,50178659,https://www.vivibowl.us/,vivibowl.us,,
2026-04-21,REL8TIV INC,Other,Brooklyn,320,Franklin Avenue,11238,3233718103,50181508,,,,
2026-04-21,PIZZA DAA ROMA,American,Manhattan,621,2 Avenue,10016,6465967071,50181560,https://www.facebook.com/profile.php?id=61587048526150&mibextid=wwXIfr,facebook.com,,
2026-04-20,MEAT UP,Mediterranean,Brooklyn,22,Old Fulton Street,11201,3477548064,50172473,https://meatupgyro.com/,meatupgyro.com,,
2026-04-20,GLATT 16TH,Other,Brooklyn,4809,16 Avenue,11204,6462413418,50173802,,,,
2026-04-20,ZARA PIZZA,Pizza,Manhattan,84,Hester Street,10002,9172944135,50174161,http://www.zarapizzamenu.com/,zarapizzamenu.com,,
2026-04-20,MAYA MEXICAN GRILL,Mexican,Manhattan,1586,1 Avenue,10028,3474764590,50181829,https://mayamexgrill.com/,mayamexgrill.com,,
2026-04-20,WIN HING,Chinese,Brooklyn,9816,4 Avenue,11209,7189215926,50167445,http://www.winhingny.com/,winhingny.com,,
2026-04-20,CIBAO,Latin American,Manhattan,72,Clinton Street,10002,2122280703,50177837,http://cibaorestaurant.com/,cibaorestaurant.com,,
2026-04-20,FUSHIMI AT BAY RIDGE,Japanese,Brooklyn,9316,4 Avenue,11209,7188337788,50166680,https://fushimibayridge.com/,fushimibayridge.com,,
2026-04-20,DELANCEY STREET PIZZA,Pizza,Manhattan,61,Delancey Street,10002,6464484388,50177508,http://delanceystreetpizzany.com/,delanceystreetpizzany.com,,
2026-04-20,MALA PANDA,Chinese/Japanese,Manhattan,105,West   27 Street,10001,7184158888,50181643,,,,
2026-04-19,ARCHER & GOAT,American,Manhattan,187,Lenox Avenue,10026,9172616602,50086291,https://www.archerandgoat.com/,archerandgoat.com,,
2026-04-18,DOS TOROS TAQUERIA,Tex-Mex,Brooklyn,1,Boerum Place,11201,9295485913,50179334,https://www.dostoros.com/,dostoros.com,,
2026-04-18,FREETOWN KITCHEN,African,Brooklyn,1172,Park Place,11213,3474956503,50180357,,,,
2026-04-18,SUSHI LIN,Japanese,Brooklyn,78,Clark Street,11201,6467245104,50136041,https://www.sushilinny.com/,sushilinny.com,,
2026-04-18,SHUN LEE PALACE,Chinese,Manhattan,155,East   55 Street,10022,2123718844,50183187,http://www.shunlee-palace.com/,shunlee-palace.com,,
2026-04-18,HAMILTON PIZZA AND PASTA,Spanish,Brooklyn,9050,Fort Hamilton Parkway,11209,7184045134,50172936,http://menus.fyi/11443432,menus.fyi,,
2026-04-17,The A. Lounge (Hotel AKA NoMad),New American,Manhattan,131,Madison Avenue,10016,2124482000,50183220,https://www.stayaka.com/hotel-aka-nomad/wine-bar-lounge,stayaka.com,,
2026-04-17,M & H BAKERY,Bakery Products/Desserts,Brooklyn,5808,Fort Hamilton Parkway,11219,6467448384,50180407,,,,
2026-04-17,OH MERCY,American,Brooklyn,128,Franklin Street,11222,9293683236,50181979,http://ohmercy.cafe/,ohmercy.cafe,,
2026-04-17,ANZA CAFE,American,Manhattan,1389,Madison Avenue,10029,9292178365,50179510,http://champignoncafe.com/,champignoncafe.com,,
2026-04-17,BAR HERETIC,New American,Brooklyn,270,Clermont Avenue,11205,7185763957,50178299,https://www.barheretic.com/,barheretic.com,,
2026-04-17,COMMUNE,American,Brooklyn,415,Classon Avenue,11238,7187813330,50181173,http://commune-nyc.com/,commune-nyc.com,,
2026-04-16,TWISTED KNOT CAFE & LOUNGE,American,Manhattan,33,West   37 Street,10018,3133633032,50178504,http://www.marriott.com/nycvc,marriott.com,,
2026-04-16,SWAGAT,Indian,Manhattan,411A,Amsterdam Avenue,10024,2123621400,41569904,https://www.swagatny.com/,swagatny.com,,
2026-04-16,BY & BY,Other,Manhattan,644,10 Avenue,10036,6464764022,50165378,https://byandbynyc.com/,byandbynyc.com,,
2026-04-16,DYNAMO ROOM,Steakhouse,Manhattan,2,Penn Plaza,10121,2032979477,50167197,https://thedynamoroom.com/,thedynamoroom.com,,
2026-04-16,VERONICA'S CAFE,Latin American,Manhattan,48,West   46 Street,10036,9174349350,50180153,https://veronicascafes.com/,veronicascafes.com,,
2026-04-16,CHIPOTLE MEXICAN GRILL #5068,Other,Brooklyn,1681,Pitkin Avenue,11212,6143182482,50180923,https://locations.chipotle.com/ny/brooklyn/1681-pitkin-ave?utm_source=google&utm_medium=yext&utm_campaign=yext_listings?restaurant=5068,locations.chipotle.com,,
2026-04-16,AUTUMN ASIAN RESTAURANT,Chinese,Brooklyn,349,Flatbush Avenue,11238,6465935586,50181262,http://autumnasian.com/,autumnasian.com,,
2026-04-16,TEQUILA CHITO'S MEXICAN GRILL,Mexican,Manhattan,358,West   23 Street,10011,2124630535,41256155,,,,
2026-04-16,PURE EATS,"Juice, Smoothies, Fruit Salads",Brooklyn,147,Greenpoint Avenue,11222,6078423348,50165039,http://pureeats.com/,pureeats.com,,
2026-04-16,TAQUERIA EL CHATO,Mexican,Brooklyn,620,Manhattan Avenue,11222,9175758384,50174843,,,,
2026-04-16,GOLDEN RICE,Chinese,Brooklyn,6515,18 Avenue,11204,7187596300,50181139,,,,
2026-04-16,WENDY'S,Hamburgers,Brooklyn,277,Broadway,11211,2126191222,50182705,https://locations.wendys.com/united-states/ny/brooklyn/277-broadway?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,locations.wendys.com,,
2026-04-16,URBAN BACKYARD,Coffee/Tea,Manhattan,161,6 Avenue,10013,4438392392,50172475,https://www.urbanbackyardnyc.com/,urbanbackyardnyc.com,,
2026-04-16,LOADED,Portuguese,Manhattan,182,Avenue B,10009,3478078023,50176752,https://www.loadedny.com/,loadedny.com,,
2026-04-16,BB36609BB LLC,Other,Manhattan,366,West   46 Street,10036,2126732273,50165849,https://bareburger.com/,bareburger.com,,
2026-04-15,BAR PRIMI,Italian,Manhattan,349,West   33 Street,10001,9415442081,50149726,https://www.barprimi.com/penn-district,barprimi.com,,
2026-04-15,THE LIVING ROOM,Other,Manhattan,500,West   18 Street,10011,9296675875,50177571,https://www.faena.com/new-york,faena.com,,
2026-04-15,MIZNON,Mediterranean,Manhattan,30,Rockefeller Plaza,10112,6463604730,50177871,https://www.miznonusa.com/,miznonusa.com,,
2026-04-15,Matto,Coffee/Tea,Manhattan,15,West   38 Street,10018,6465333661,50177913,http://www.matto.com/,matto.com,,
2026-04-15,STUDIO CAFE,Coffee/Tea,Manhattan,144,West  125 Street,10027,9145574078,50178047,https://www.studiomuseum.org/,studiomuseum.org,,
2026-04-15,CONECTICUT MUFFINS,Other,Brooklyn,206,Prospect Park West,11215,3477015995,50181141,,,,
2026-04-15,WHITFIELD'S RESTAURANT BK2,Soul Food,Brooklyn,197,Patchen Avenue,11233,7185340481,50182282,https://www.whitfieldsrestuarantbk.com/,whitfieldsrestuarantbk.com,,
2026-04-15,7TH STREET BURGER,Hamburgers,Brooklyn,1409,Kings Highway,11229,6462246919,50177229,https://locations.7thstreetburger.com/locations/ny/brooklyn/1409-kings-highway,locations.7thstreetburger.com,,
2026-04-15,LA BOCA,Other,Manhattan,500,West   18 Street,10011,9296675875,50177567,https://www.faena.com/new-york/dining/la-boca-by-francis-mallmann?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,faena.com,,
2026-04-15,TITO'S RESTAURANT,Spanish,Brooklyn,1708,86 Street,11214,9293014067,50178018,,,,
2026-04-15,CARROT EXPRESS,Soups/Salads/Sandwiches,Manhattan,100,Kenmare Street,10012,7865540818,50180592,https://carrotexpress.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,carrotexpress.com,,
2026-04-15,Casita of Brooklyn,Coffee/Tea,Manhattan,300,East   86 Street,10028,9175136773,50181362,http://casitaofbk.com/,casitaofbk.com,,
2026-04-15,SONNY'S CORNER,American,Brooklyn,142,Franklin Street,11222,9177550002,50182531,https://www.sonnyscorner.com/,sonnyscorner.com,,
2026-04-15,La Panineria,Italian,Manhattan,616A,Amsterdam Avenue,10024,9172830197,50178806,https://www.lapanineria.com/,lapanineria.com,,
2026-04-15,NAYA,Middle Eastern,Manhattan,30,Rockefeller Plaza,10112,2125979158,50171263,https://www.eatnaya.com/,eatnaya.com,,
2026-04-15,TINTO,Latin American,Manhattan,41,Monroe Street,10002,3322326319,50178354,,,,
2026-04-15,CHOPPED,Sandwiches,Manhattan,101,Macdougal Street,10012,6463603251,50180767,http://chopped101.com/,chopped101.com,,
2026-04-15,JOE'S PIZZA (PIES ONLY),Pizza,Manhattan,1441,Broadway,10018,6465976103,50181327,https://www.joespizzanyc.com/,joespizzanyc.com,,
2026-04-15,GERTIE,American,Brooklyn,602,Vanderbilt Avenue,11238,7182101994,50179499,https://www.gertie.nyc/,gertie.nyc,,
2026-04-14,MAISON NUR,New French,Manhattan,217,Bowery,10002,9176356461,50169976,https://maisonnur.nyc/,maisonnur.nyc,,
2026-04-14,POPUP BAGELS,Bagels/Pretzels,Manhattan,20,East   16 Street,10003,9174175555,50177676,https://www.popupbagels.com/,popupbagels.com,,
2026-04-14,MEZEH,Mediterranean,Manhattan,1700,Broadway,10019,7187015366,50177990,https://www.mezeh.com/location/1700-broadway,mezeh.com,,
2026-04-14,BOONGS GRAB & GO,Chinese,Manhattan,77,3 Avenue,10003,6469830367,50178037,,,,
2026-04-14,EMO KIM BOB,Korean,Manhattan,2,West   32 Street,10001,2125941466,50179043,,,,
2026-04-14,SAXBYS,Other,Manhattan,140,West   62 Street,10023,5707782381,50176207,https://www.saxbyscoffee.com/,saxbyscoffee.com,,
2026-04-14,LA PERLA NASCOTA,Italian,Manhattan,206,West   79 Street,10024,6465100943,50178106,http://www.laperlanascosta.com/,laperlanascosta.com,,
2026-04-14,ZARA TERRACE,Turkish,Manhattan,862,2 Avenue,10017,9178170746,50176977,https://www.zaraterrace.com/,zaraterrace.com,,
2026-04-14,THE CAFE @ CORNELL TECH,American,Manhattan,2,W Loop Rd,10044,9174179287,50178227,http://thecafe.tech.cornell.edu/,thecafe.tech.cornell.edu,,
2026-04-14,86 GOLDEN BAY RESTAURANT,Chinese,Brooklyn,2144,86 Street,11214,7186187939,50180504,,,,
2026-04-14,WHITE NOISE,Coffee/Tea,Manhattan,606,West   57 Street,10019,6465960022,50150892,https://whitenoisecoffee.com/new-york/midtown-manhattan/,whitenoisecoffee.com,,
2026-04-14,LA BOMBONIERA,Coffee/Tea,Manhattan,203,West   82 Street,10024,3474395842,50177938,http://labombonieranyc.com/,labombonieranyc.com,,
2026-04-14,SWEETGREEN,Salads,Manhattan,870,Broadway,10003,6462956677,50178823,https://www.sweetgreen.com/locations/union-square,sweetgreen.com,,
2026-04-14,DISTRICT TACO,Mexican,Brooklyn,531,Myrtle Avenue,11205,9179477711,50181353,https://www.districttaco.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,districttaco.com,,
2026-04-14,RENNY RESTAURANT,Other,Brooklyn,1571,Broadway,11207,9177034906,50182269,https://www.renkosher.com/,renkosher.com,,
2026-04-14,BAO NOODLE HOUSE,Chinese,Manhattan,110,Bowery,10013,6465486895,50179411,https://www.baonoodlehouse.com/,baonoodlehouse.com,,
2026-04-14,LUIGI'S PIZZA,Pizza,Brooklyn,1615,Avenue U,11229,7183829100,50181817,https://www.luigispizzamenu.com/?utm_source=gbp,luigispizzamenu.com,,
2026-04-13,HARLEM BLENDS,"Juice, Smoothies, Fruit Salads",Manhattan,2360,Frederick Douglass Boulevard,,6466492007,50177721,,,,
2026-04-13,JAY & SON LATIN FLAVOR,Latin American,Brooklyn,879,Broadway,11206,3478183049,50178495,https://echo-con-amor-studio.lovable.app/,echo-con-amor-studio.lovable.app,,
2026-04-13,STARBUCKS,Coffee/Tea,Manhattan,1,7 Avenue,10011,6469149717,50181264,,,,
2026-04-13,LEBRON CAFE,"Juice, Smoothies, Fruit Salads",Manhattan,3835,9 Avenue,10034,3475382570,50178995,https://lebroncafe.com/,lebroncafe.com,,
2026-04-13,RAISING CANE'S #1118,Chicken,Brooklyn,506,Utica Avenue,11203,9294583724,50179848,https://locations.raisingcanes.com/ny/brooklyn/506-utica-avenue,locations.raisingcanes.com,,
2026-04-13,GYOZA SHOP,Chinese,Brooklyn,208,Bedford Avenue,11249,7183888898,50181354,https://gyozashopbk.com/,gyozashopbk.com,,
2026-04-13,SEE SHARP CAFE,Coffee/Tea,Manhattan,408,Fort Washington Avenue,10033,3475773177,50176136,,,,
2026-04-13,THE BROOKLYN STRATEGIST,American,Brooklyn,148,Pierrepont Street,11201,7185763035,50179717,http://www.thebrooklynstrategist.com/,thebrooklynstrategist.com,,
2026-04-13,Red Poke,Other,Manhattan,598,9 Avenue,10036,9177473395,50179217,https://redpoke.com/,redpoke.com,,
2026-04-13,FIGO IL GELATO ITALIANO,Frozen Desserts,Manhattan,1188,1 Avenue,10065,6463867501,50168816,https://www.figoilgelato.com/,figoilgelato.com,,
2026-04-11,ADMIRE - GREENWOOD,Chinese,Brooklyn,5602,8Th Ave,11220,3473286788,50162183,,,,
2026-04-11,HOMETOWN FLAVORS,Chinese,Brooklyn,5017,8 Avenue,11220,7188533385,50180728,,,,
2026-04-11,BURRITO LOCO DELI & GROCERY,Mexican,Brooklyn,6,Sutter Avenue,11212,9174566302,50181899,https://elburritolocobrooklynny.com/,elburritolocobrooklynny.com,,
2026-04-10,MAMAN,Bakery Products/Desserts,Manhattan,71,Broadway,10006,6463295773,50179291,https://mamannyc.com/locations/fidi,mamannyc.com,,
2026-04-10,PLAYA BOWLS,"Juice, Smoothies, Fruit Salads",Manhattan,334,1 Avenue,10009,6463691444,50179762,https://playabowls.com/location/peter-cooper-village-nyc,playabowls.com,,
2026-04-10,NEUEHOUSE,American,Manhattan,110,East   25 Street,10010,3477911737,50179550,https://www.neuehouse.com/,neuehouse.com,,
2026-04-10,AURA D'Or,Coffee/Tea,Manhattan,42,West   35 Street,10001,7186463251,50180069,https://auradorny.com/,auradorny.com,,
2026-04-10,COFFEE + COCKTAILS,American,Manhattan,18,9 Avenue,10014,2122066700,50181561,https://www.gansevoorthotelgroup.com/gansevoort-meatpacking-nyc/eat-drink/coffee-cocktails,gansevoorthotelgroup.com,,
2026-04-09,LUCCIOLA,Italian,Manhattan,621,Amsterdam Avenue,10024,3475361335,50071274,http://www.lucciolanyc.com/?utm_campaign=gmb,lucciolanyc.com,,
2026-04-09,LOVED ONES COFFEE,Coffee/Tea,Brooklyn,253,Bergen Street,11217,2016325847,50173983,https://lovedonescoffee.com/,lovedonescoffee.com,,
2026-04-09,SEOUL SWEETS,Korean,Manhattan,308,5 Avenue,10001,6467070822,50163819,https://seoulsweetsnyc.com/,seoulsweetsnyc.com,,
